title,city,location,bedrooms,price_inr,area_sqft,estimated_monthly_rent,price_lakhs,price_lakhs_psf,down_payment,loan_amount,monthly_emi,effective_emi,total_tax_saved,final_property_value,final_renting_wealth,decision,wealth_difference
"3 BHK Apartment in malwadi, Mumbai",Mumbai,malwadi,3,11575407.0,1082.0,51612,115.75,0.107,2893852,8681555,67308,59033,1985997,37123898,31387445,BUYING is financially better,5736454
"2 BHK Apartment in hinjawadi phase 1, Bangalore",Bangalore,hinjawadi phase 1,2,8351597.0,829.3,35854,83.52,0.1007,2087899,6263698,48562,40504,1934131,26784703,23696691,BUYING is financially better,3088012
"2 BHK Apartment in hinjawadi phase 1, Mumbai",Mumbai,hinjawadi phase 1,2,8273653.0,767.0,31699,82.74,0.1079,2068413,6205240,48109,40060,1931899,26534726,26376612,BUYING is financially better,158114
"3 BHK Apartment in andheri west, Mumbai",Mumbai,andheri west,3,20971250.0,809.9,71206,209.71,0.2589,5242812,15728438,121942,113439,2040907,67257640,73798668,RENTING is financially better,6541029
"3 BHK Apartment in borhade wadi, Bangalore",Bangalore,borhade wadi,3,17340370.0,825.6,77885,173.4,0.21,4335092,13005278,100830,92374,2029306,55612916,46587884,BUYING is financially better,9025032
"2 BHK Apartment in mukai nagar, Bangalore",Bangalore,mukai nagar,2,13668012.0,1317.1,50664,136.68,0.1038,3417003,10251009,79476,71117,2006157,43835166,44866795,RENTING is financially better,1031629
"3 BHK Apartment in bellandur, Bangalore",Bangalore,bellandur,3,16718128.0,1260.6,66379,167.18,0.1326,4179532,12538596,97212,88773,2025383,53617301,51531118,BUYING is financially better,2086183
"4 BHK Apartment in andheri east, Mumbai",Mumbai,andheri east,4,14945527.0,1285.3,64940,149.46,0.1163,3736382,11209145,86904,78512,2014210,47932330,41815577,BUYING is financially better,6116753
"3 BHK Apartment in ramtekdi industrial area, Mumbai",Mumbai,ramtekdi industrial area,3,15887393.0,1388.2,66362,158.87,0.1144,3971848,11915545,92381,83964,2020147,50953022,46478696,BUYING is financially better,4474325
"3 BHK Apartment in bellandur, Bangalore",Bangalore,bellandur,3,5065010.0,1314.9,19107,50.65,0.0385,1266252,3798758,29452,22312,1713606,16244173,16374177,RENTING is financially better,130003
"4 BHK Apartment in goregaon west, Mumbai",Mumbai,goregaon west,4,26659057.0,1495.1,106332,266.59,0.1783,6664764,19994293,155016,146443,2057426,85499207,81805963,BUYING is financially better,3693244
"2 BHK Apartment in shree siddhivinayak meera, Bangalore",Bangalore,shree siddhivinayak meera,2,27565383.0,1357.4,93999,275.65,0.2031,6891346,20674037,160286,151702,2060058,88405918,96697499,RENTING is financially better,8291582
"3 BHK Apartment in goregaon east, Mumbai",Mumbai,goregaon east,3,14049258.0,648.5,50806,140.49,0.2166,3512314,10536944,81693,73324,2008560,45057874,47083577,RENTING is financially better,2025703
"3 BHK Apartment in kumar samrudhi society, Bangalore",Bangalore,kumar samrudhi society,3,11459183.0,1517.7,41515,114.59,0.0755,2864796,8594387,66632,58362,1984731,36751152,38346127,RENTING is financially better,1594974
"4 BHK Apartment in shankar kalat nagar, Mumbai",Mumbai,shankar kalat nagar,4,15107044.0,1290.1,54836,151.07,0.1171,3776761,11330283,87844,79447,2015228,48450337,50473075,RENTING is financially better,2022738
"3 BHK Apartment in dattwadi, Bangalore",Bangalore,dattwadi,3,7405283.0,915.9,29071,74.05,0.0809,1851321,5553962,43060,35138,1901340,23749746,23077427,BUYING is financially better,672319
"3 BHK Apartment in indiranagar, Bangalore",Bangalore,indiranagar,3,4516572.0,1322.5,15926,45.17,0.0342,1129143,3387429,26263,19476,1628694,14485258,15445678,RENTING is financially better,960420
"2 BHK Apartment in dattwadi, Mumbai",Mumbai,dattwadi,2,19782214.0,751.7,78255,197.82,0.2632,4945554,14836660,115028,106539,2037453,63444240,61195839,BUYING is financially better,2248401
"3 BHK Apartment in bellandur, Bangalore",Bangalore,bellandur,3,8008957.0,793.5,30054,80.09,0.1009,2002239,6006718,46570,38552,1924320,25685810,26011814,RENTING is financially better,326004
"3 BHK Apartment in indiranagar, Bangalore",Bangalore,indiranagar,3,14588299.0,1559.8,57156,145.88,0.0935,3647075,10941224,84827,76444,2011958,46786651,45548338,BUYING is financially better,1238313
"3 BHK Apartment in electronic city, Bangalore",Bangalore,electronic city,3,2327966.0,828.5,8349,23.28,0.0281,581992,1745974,13537,9484,972697,7466102,7854590,RENTING is financially better,388488
"4 BHK Apartment in goregaon east, Mumbai",Mumbai,goregaon east,4,6061336.0,1546.4,25195,60.61,0.0392,1515334,4546002,35245,27666,1818916,19439526,17826146,BUYING is financially better,1613380
"3 BHK Apartment in saint tukaram nagar, Bangalore",Bangalore,saint tukaram nagar,3,14623992.0,772.5,52443,146.24,0.1893,3655998,10967994,85035,76651,2012183,46901123,49344879,RENTING is financially better,2443755
"3 BHK Apartment in indiranagar, Bangalore",Bangalore,indiranagar,3,2603405.0,794.3,9580,26.03,0.0328,650851,1952554,15138,10647,1077864,8349473,8599271,RENTING is financially better,249799
"4 BHK Apartment in prabhag 36, Mumbai",Mumbai,prabhag 36,4,27408195.0,1470.1,89622,274.08,0.1864,6852049,20556146,159372,150790,2059601,87901794,99062817,RENTING is financially better,11161023
"2 BHK Apartment in shree siddhivinayak meera, Mumbai",Mumbai,shree siddhivinayak meera,2,6277887.0,1194.8,24860,62.78,0.0525,1569472,4708415,36504,28853,1836204,20134034,19400935,BUYING is financially better,733100
"3 BHK Apartment in goregaon west, Mumbai",Mumbai,goregaon west,3,13493832.0,1202.7,47748,134.94,0.1122,3373458,10120374,78463,70109,2005059,43276547,46019068,RENTING is financially better,2742520
"3 BHK Apartment in gujrat colony, Mumbai",Mumbai,gujrat colony,3,3409922.0,860.3,14325,34.1,0.0396,852480,2557442,19828,14209,1348482,10936082,9913730,BUYING is financially better,1022352
"3 BHK Apartment in kumar samrudhi society, Bangalore",Bangalore,kumar samrudhi society,3,10206304.0,1504.0,39467,102.06,0.0679,2551576,7654728,59347,51142,1969104,32733000,32261999,BUYING is financially better,471001
"3 BHK Apartment in mokai vasti, Mumbai",Mumbai,mokai vasti,3,18158140.0,1026.0,72910,181.58,0.177,4539535,13618605,105585,97115,2032737,58235615,55352022,BUYING is financially better,2883593
"2 BHK Apartment in kotwal nagar, Bangalore",Bangalore,kotwal nagar,2,33027422.0,1468.1,120691,330.27,0.225,8256856,24770566,192046,183440,2065516,105923417,109732711,RENTING is financially better,3809295
"3 BHK Apartment in anand park nagar, Mumbai",Mumbai,anand park nagar,3,14866151.0,1203.3,64488,148.66,0.1235,3716538,11149613,86443,78052,2013709,47677760,41674823,BUYING is financially better,6002937
"3 BHK Apartment in rakshak nagar, Bangalore",Bangalore,rakshak nagar,3,7542916.0,902.7,33307,75.43,0.0836,1885729,5657187,43860,35914,1907127,24191153,20699945,BUYING is financially better,3491208
"3 BHK Apartment in andheri east, Mumbai",Mumbai,andheri east,3,9110642.0,850.4,36162,91.11,0.1071,2277660,6832982,52976,44847,1950950,29219063,28091013,BUYING is financially better,1128050
"3 BHK Apartment in mhada colony, Bangalore",Bangalore,mhada colony,3,7194621.0,829.2,28732,71.95,0.0868,1798655,5395966,41835,33953,1891763,23074124,22050360,BUYING is financially better,1023764
"3 BHK Apartment in atul nagar, Bangalore",Bangalore,atul nagar,3,12111520.0,1224.0,47623,121.12,0.099,3027880,9083640,70425,62126,1991832,38843285,37685467,BUYING is financially better,1157818
"4 BHK Apartment in dattwadi, Bangalore",Bangalore,dattwadi,4,21506148.0,1244.3,82983,215.06,0.1728,5376537,16129611,125053,116542,2042460,68973130,68117073,BUYING is financially better,856057
"4 BHK Apartment in hsr layout, Bangalore",Bangalore,hsr layout,4,21311983.0,1291.2,94974,213.12,0.1651,5327996,15983987,123924,115416,2041896,68350417,57827578,BUYING is financially better,10522838
"4 BHK Apartment in rakshak nagar, Bangalore",Bangalore,rakshak nagar,4,12628940.0,1509.6,51463,126.29,0.0837,3157235,9471705,73434,65111,1997464,40502721,37924412,BUYING is financially better,2578309
"3 BHK Apartment in bellandur, Bangalore",Bangalore,bellandur,3,17982018.0,1125.7,72909,179.82,0.1597,4495504,13486514,104561,96093,2032225,57670768,54278893,BUYING is financially better,3391874
"3 BHK Apartment in saint tukaram nagar, Bangalore",Bangalore,saint tukaram nagar,3,4568160.0,1384.3,18393,45.68,0.033,1142040,3426120,26563,19740,1637531,14650708,13886868,BUYING is financially better,763840
"2 BHK Apartment in shree siddhivinayak meera, Mumbai",Mumbai,shree siddhivinayak meera,2,31138989.0,1254.1,137741,311.39,0.2483,7784747,23354242,181065,172465,2064057,99866956,85270925,BUYING is financially better,14596031
"3 BHK Apartment in yelahanka, Bangalore",Bangalore,yelahanka,3,2084999.0,694.4,8527,20.85,0.03,521250,1563749,12124,8487,872909,6686874,6237953,BUYING is financially better,448921
"3 BHK Apartment in indiranagar, Bangalore",Bangalore,indiranagar,3,2103963.0,755.9,7496,21.04,0.0278,525991,1577972,12234,8564,880848,6747694,7136494,RENTING is financially better,388799
"3 BHK Apartment in bellandur, Bangalore",Bangalore,bellandur,3,22888910.0,1582.7,100520,228.89,0.1446,5722228,17166682,133093,124566,2046476,73407835,63231287,BUYING is financially better,10176548
"4 BHK Apartment in ashok nagar, Mumbai",Mumbai,ashok nagar,4,42574692.0,1673.2,166282,425.75,0.2545,10643673,31931019,247561,238924,2072892,136542805,133325936,BUYING is financially better,3216869
"2 BHK Apartment in laxmi vihar, Mumbai",Mumbai,laxmi vihar,2,6090569.0,667.4,25018,60.91,0.0913,1522642,4567927,35415,27827,1821249,19533280,18138800,BUYING is financially better,1394480
"3 BHK Apartment in andheri west, Mumbai",Mumbai,andheri west,3,15476603.0,1380.2,52538,154.77,0.1121,3869151,11607452,89992,81586,2017557,49635562,54471456,RENTING is financially better,4835894
"4 BHK Apartment in hsr layout, Bangalore",Bangalore,hsr layout,4,10685908.0,1329.2,40244,106.86,0.0804,2671477,8014431,62136,53901,1976314,34271155,34596311,RENTING is financially better,325156
"3 BHK Apartment in kumar samrudhi society, Bangalore",Bangalore,kumar samrudhi society,3,11604041.0,1404.9,46480,116.04,0.0826,2901010,8703031,67475,59198,1986308,37215732,35459119,BUYING is financially better,1756613
"4 BHK Apartment in kishkinda nagar, Mumbai",Mumbai,kishkinda nagar,4,17489239.0,1386.9,76628,174.89,0.1261,4372310,13116929,101695,93236,2030244,56090359,48450126,BUYING is financially better,7640233
"2 BHK Apartment in shani nagar, Bangalore",Bangalore,shani nagar,2,24875692.0,1311.4,112240,248.76,0.1897,6218923,18656769,144646,136095,2052246,79779714,66445707,BUYING is financially better,13334007
"2 BHK Apartment in prabhag 36, Bangalore",Bangalore,prabhag 36,2,4676704.0,1245.3,17935,46.77,0.0376,1169176,3507528,27194,20293,1656124,14998823,14896496,BUYING is financially better,102327
"3 BHK Apartment in saint tukaram nagar, Bangalore",Bangalore,saint tukaram nagar,3,8850163.0,833.9,29634,88.5,0.1061,2212541,6637622,51461,43353,1946034,28383672,31459926,RENTING is financially better,3076255
"3 BHK Apartment in borhade wadi, Mumbai",Mumbai,borhade wadi,3,13924578.0,615.7,46998,139.25,0.2262,3481144,10443434,80968,72602,2007774,44658008,49215029,RENTING is financially better,4557021
"2 BHK Apartment in dattwadi, Mumbai",Mumbai,dattwadi,2,8448966.0,811.5,34191,84.49,0.1041,2112242,6336724,49129,41059,1936694,27096979,25553220,BUYING is financially better,1543758
"3 BHK Apartment in hsr layout, Bangalore",Bangalore,hsr layout,3,2309684.0,808.6,9422,23.1,0.0286,577421,1732263,13430,9408,965411,7407469,6928315,BUYING is financially better,479155
"3 BHK Apartment in hills & dales, Bangalore",Bangalore,hills & dales,3,8542609.0,855.7,35751,85.43,0.0998,2135652,6406957,49673,41594,1938874,27397304,24939585,BUYING is financially better,2457720
"3 BHK Apartment in dattwadi, Mumbai",Mumbai,dattwadi,3,11793949.0,1074.0,42310,117.94,0.1098,2948487,8845462,68579,60294,1988375,37824792,39783634,RENTING is financially better,1958842
"3 BHK Apartment in goregaon west, Mumbai",Mumbai,goregaon west,3,7460849.0,694.3,26149,74.61,0.1075,1865212,5595637,43383,35451,1903677,23927953,25635111,RENTING is financially better,1707158
"4 BHK Apartment in koregaon park annexe, Mumbai",Mumbai,koregaon park annexe,4,27224329.0,1463.1,118292,272.24,0.1861,6806082,20418247,158302,149723,2059067,87312111,76170607,BUYING is financially better,11141505
"3 BHK Apartment in bellandur, Bangalore",Bangalore,bellandur,3,12656561.0,1484.3,52471,126.57,0.0853,3164140,9492421,73595,65271,1997765,40591306,37327385,BUYING is financially better,3263921
"3 BHK Apartment in malad west, Mumbai",Mumbai,malad west,3,16069902.0,1523.4,66392,160.7,0.1055,4017476,12052426,93442,85020,2021297,51538353,47568747,BUYING is financially better,3969606
"3 BHK Apartment in electronic city, Bangalore",Bangalore,electronic city,3,8668065.0,935.7,33638,86.68,0.0926,2167016,6501049,50403,42312,1941795,27799659,27309087,BUYING is financially better,490571
"4 BHK Apartment in kishkinda nagar, Mumbai",Mumbai,kishkinda nagar,4,34015145.0,1345.2,142792,340.15,0.2529,8503786,25511359,197789,189180,2066279,109091178,98972452,BUYING is financially better,10118726
"3 BHK Apartment in sagar co-operative housing society, Bangalore",Bangalore,sagar co-operative housing society,3,11648864.0,1372.4,44545,116.49,0.0849,2912216,8736648,67735,59457,1986796,37359485,37201802,BUYING is financially better,157683
"3 BHK Apartment in electronic city, Bangalore",Bangalore,electronic city,3,16782042.0,964.6,69312,167.82,0.174,4195510,12586532,97583,89142,2025786,53822282,49693599,BUYING is financially better,4128683
"3 BHK Apartment in dattwadi, Mumbai",Mumbai,dattwadi,3,9789876.0,904.1,33971,97.9,0.1083,2447469,7342407,56926,48750,1962204,31397459,33896358,RENTING is financially better,2498899
"4 BHK Apartment in kotwal nagar, Bangalore",Bangalore,kotwal nagar,4,10185433.0,1244.1,43397,101.85,0.0819,2546358,7639075,59226,51023,1968758,32666063,29150420,BUYING is financially better,3515643
"3 BHK Apartment in koramangala, Bangalore",Bangalore,koramangala,3,2231968.0,741.3,9452,22.32,0.0301,557992,1673976,12978,9085,934439,7158224,6431667,BUYING is financially better,726557
"3 BHK Apartment in andheri east, Mumbai",Mumbai,andheri east,3,13450136.0,1207.8,55814,134.5,0.1114,3362534,10087602,78209,69856,2004783,43136408,39627566,BUYING is financially better,3508842
"2 BHK Apartment in siddharth nagar, Bangalore",Bangalore,siddharth nagar,2,2946800.0,844.6,11713,29.47,0.0349,736700,2210100,17135,12139,1199045,9450787,9073357,BUYING is financially better,377430
"3 BHK Apartment in hinjawadi phase 1, Mumbai",Mumbai,hinjawadi phase 1,3,11490606.0,921.5,46428,114.91,0.1247,2872652,8617954,66815,58544,1985073,36851930,34806947,BUYING is financially better,2044984
"3 BHK Apartment in midc, Bangalore",Bangalore,midc,3,2980660.0,776.3,12253,29.81,0.0384,745165,2235495,17332,12289,1210301,9559380,8869756,BUYING is financially better,689624
"4 BHK Apartment in malad west, Mumbai",Mumbai,malad west,4,6044242.0,1395.9,20041,60.44,0.0433,1511060,4533182,35146,27573,1817551,19384703,21635704,RENTING is financially better,2251001
"3 BHK Apartment in mohan nagar co-op society, Mumbai",Mumbai,mohan nagar co-op society,3,20903702.0,1619.5,71663,209.04,0.1291,5225926,15677776,121550,113047,2040710,67041004,73039769,RENTING is financially better,5998765
"4 BHK Apartment in andheri east, Mumbai",Mumbai,andheri east,4,16126767.0,1336.3,63175,161.27,0.1207,4031692,12095075,93773,85349,2021656,51720726,50358366,BUYING is financially better,1362361
"4 BHK Apartment in powai, Mumbai",Mumbai,powai,4,19134405.0,1499.0,77556,191.34,0.1276,4783601,14350804,111262,102780,2035572,61366629,57776681,BUYING is financially better,3589948
"3 BHK Apartment in deccan hills, Mumbai",Mumbai,deccan hills,3,6134134.0,1283.3,22715,61.34,0.0478,1533534,4600600,35668,28065,1824728,19672999,20153260,RENTING is financially better,480261
"4 BHK Apartment in tulaja bhawani nagar, Mumbai",Mumbai,tulaja bhawani nagar,4,9865409.0,1038.0,38178,98.65,0.095,2466352,7399057,57365,49184,1963455,31639703,31162249,BUYING is financially better,477454
"2 BHK Apartment in dhayari phata, Mumbai",Mumbai,dhayari phata,2,4791300.0,1076.9,20221,47.91,0.0445,1197825,3593475,27860,20883,1674443,15366348,13859318,BUYING is financially better,1507030
"4 BHK Apartment in ashok nagar, Bangalore",Bangalore,ashok nagar,4,9521048.0,1227.4,37273,95.21,0.0776,2380262,7140786,55362,47205,1957750,30535291,29749768,BUYING is financially better,785523
"4 BHK Apartment in gawade nagar, Bangalore",Bangalore,gawade nagar,4,4195935.0,1210.8,19237,41.96,0.0347,1048984,3146951,24398,17877,1564997,13456932,10976353,BUYING is financially better,2480579
"3 BHK Apartment in marathahalli, Bangalore",Bangalore,marathahalli,3,12356658.0,1598.2,48338,123.57,0.0773,3089164,9267494,71851,63540,1994500,39629476,38637225,BUYING is financially better,992251
"2 BHK Apartment in tupe vasti, Bangalore",Bangalore,tupe vasti,2,38542762.0,1720.4,135377,385.43,0.224,9635690,28907072,224116,215492,2069777,123611859,132209904,RENTING is financially better,8598045
"4 BHK Apartment in hsr layout, Bangalore",Bangalore,hsr layout,4,13833481.0,1469.3,57723,138.33,0.0942,3458370,10375111,80438,72075,2007200,44365848,40515342,BUYING is financially better,3850505
"2 BHK Apartment in koramangala, Bangalore",Bangalore,koramangala,2,7872436.0,889.4,30553,78.72,0.0885,1968109,5904327,45776,37774,1920411,25247969,24800465,BUYING is financially better,447504
"3 BHK Apartment in marathahalli, Bangalore",Bangalore,marathahalli,3,8734610.0,1189.8,34635,87.35,0.0734,2183652,6550958,50790,42692,1943344,28013078,26957749,BUYING is financially better,1055329
"3 BHK Apartment in bellandur, Bangalore",Bangalore,bellandur,3,6820908.0,758.5,26948,68.21,0.0899,1705227,5115681,39662,31861,1872169,21875576,21126394,BUYING is financially better,749182
"4 BHK Apartment in dattwadi, Bangalore",Bangalore,dattwadi,4,3514879.0,1054.1,12742,35.15,0.0333,878720,2636159,20438,14687,1380292,11272693,11755777,RENTING is financially better,483084
