City,Title,Location,Bedrooms,Price (Lakhs),Area (sqft),Price per sqft,Rent (INR/month),Property Type,Posted By,Furnishing,Possession
Pune,3 BHK Apartment in Pimple Saudagar,Pimple Saudagar,3 BHK,148.61,1498,9920.56,29174,Apartment,Dealer,Fully Furnished,Under Construction
Pune,2 BHK Apartment in Viman Nagar,Viman Nagar,2 BHK,149,1371,10867.98,35196,Apartment,Dealer,Semi-Furnished,Under Construction
Pune,3 BHK Apartment in Magarpatta,Magarpatta,3 BHK,149.78,1496,10012.03,27058,Apartment,Owner,Fully Furnished,Ready to Move
Pune,4 BHK Apartment in Dhanori,Dhanori,4 BHK,149.94,2642,5675.25,32891,Apartment,Builder,Semi-Furnished,Ready to Move
Pune,4 BHK Apartment in Aundh,Aundh,4 BHK,150.78,1970,7653.81,29604,Apartment,Dealer,Semi-Furnished,Ready to Move
Pune,4 BHK Apartment in Pimple Saudagar,Pimple Saudagar,4 BHK,151.16,2831,5339.46,28662,Apartment,Builder,Semi-Furnished,Under Construction
Pune,2 BHK Apartment in Kharadi,Kharadi,2 BHK,151.69,1343,11294.86,33859,Apartment,Dealer,Fully Furnished,Ready to Move
Pune,3 BHK Apartment in Shivajinagar,Shivajinagar,3 BHK,153.75,1488,10332.66,30920,Apartment,Builder,Fully Furnished,Under Construction
Pune,3 BHK Apartment in Koregaon Park,Koregaon Park,3 BHK,154,639,24100.16,36538,Apartment,Dealer,Unfurnished,Ready to Move
Pune,2 BHK Apartment in Hinjewadi,Hinjewadi,2 BHK,155.62,1344,11578.87,30186,Apartment,Owner,Semi-Furnished,Ready to Move
Pune,4 BHK Apartment in Nigdi,Nigdi,4 BHK,155.71,1938,8034.57,31685,Apartment,Builder,Fully Furnished,Under Construction
Pune,4 BHK Apartment in Sus,Sus,4 BHK,155.82,1947,8003.08,30460,Apartment,Dealer,Semi-Furnished,Ready to Move
Pune,2 BHK Apartment in Bavdhan,Bavdhan,2 BHK,157.14,1370,11470.07,32137,Apartment,Builder,Unfurnished,Ready to Move
Pune,4 BHK Apartment in Shivajinagar,Shivajinagar,4 BHK,158.18,1947,8124.29,29806,Apartment,Owner,Unfurnished,Ready to Move
Pune,2 BHK Apartment in Wakad,Wakad,2 BHK,160.04,1298,12329.74,35841,Apartment,Dealer,Semi-Furnished,Under Construction
Pune,2 BHK Apartment in Kothrud,Kothrud,2 BHK,160.81,1341,11991.8,35641,Apartment,Owner,Semi-Furnished,Under Construction
Pune,4 BHK Apartment in Shivajinagar,Shivajinagar,4 BHK,161.34,2859,5643.23,28644,Apartment,Builder,Fully Furnished,Under Construction
Pune,4 BHK Apartment in Sus,Sus,4 BHK,162.17,2762,5871.47,29889,Apartment,Owner,Fully Furnished,Ready to Move
Pune,2 BHK Apartment in Warje,Warje,2 BHK,162.27,1401,11582.44,33742,Apartment,Builder,Unfurnished,Ready to Move
Pune,2 BHK Apartment in Baner,Baner,2 BHK,162.73,1407,11565.74,32719,Apartment,Owner,Fully Furnished,Ready to Move
Pune,3 BHK Apartment in Wakad,Wakad,3 BHK,162.81,611,26646.48,35349,Apartment,Dealer,Fully Furnished,Under Construction
Pune,4 BHK Apartment in Bavdhan,Bavdhan,4 BHK,164.42,2686,6121.37,32247,Apartment,Owner,Fully Furnished,Ready to Move
Pune,3 BHK Apartment in Pimpri,Pimpri,3 BHK,165.38,656,25210.37,36764,Apartment,Builder,Unfurnished,Under Construction
Pune,4 BHK Apartment in Magarpatta,Magarpatta,4 BHK,165.44,1050,15756.19,37864,Apartment,Builder,Unfurnished,Ready to Move
Pune,4 BHK Apartment in Nigdi,Nigdi,4 BHK,165.96,1045,15881.34,38507,Apartment,Owner,Fully Furnished,Under Construction
Pune,3 BHK Apartment in Magarpatta,Magarpatta,3 BHK,166.58,628,26525.48,35570,Apartment,Builder,Fully Furnished,Ready to Move
Pune,4 BHK Apartment in Pashan,Pashan,4 BHK,168.2,1031,16314.26,36538,Apartment,Dealer,Unfurnished,Under Construction
Pune,3 BHK Apartment in Baner,Baner,3 BHK,168.91,657,25709.28,34763,Apartment,Builder,Unfurnished,Ready to Move
Pune,2 BHK Apartment in Magarpatta,Magarpatta,2 BHK,171.31,1513,11322.54,39741,Apartment,Owner,Semi-Furnished,Ready to Move
Pune,2 BHK Apartment in Bavdhan,Bavdhan,2 BHK,171.97,1514,11358.65,43000,Apartment,Owner,Fully Furnished,Under Construction
Pune,4 BHK Apartment in Hadapsar,Hadapsar,4 BHK,172.12,1062,16207.16,37537,Apartment,Builder,Fully Furnished,Ready to Move
Pune,2 BHK Apartment in Wagholi,Wagholi,2 BHK,172.41,1293,13334.11,36168,Apartment,Owner,Fully Furnished,Ready to Move
Pune,3 BHK Apartment in Hadapsar,Hadapsar,3 BHK,173.76,640,27150,33011,Apartment,Dealer,Semi-Furnished,Under Construction
Pune,2 BHK Apartment in Shivajinagar,Shivajinagar,2 BHK,174.39,1459,11952.71,41854,Apartment,Builder,Unfurnished,Ready to Move
Pune,3 BHK Apartment in Kharadi,Kharadi,3 BHK,174.54,611,28566.28,37007,Apartment,Owner,Semi-Furnished,Under Construction
Pune,2 BHK Apartment in Wagholi,Wagholi,2 BHK,175.22,1413,12400.57,41656,Apartment,Dealer,Semi-Furnished,Ready to Move
Pune,3 BHK Apartment in Viman Nagar,Viman Nagar,3 BHK,176.05,643,27379.47,37846,Apartment,Builder,Semi-Furnished,Ready to Move
Pune,4 BHK Apartment in Koregaon Park,Koregaon Park,4 BHK,177.77,1024,17360.35,40628,Apartment,Dealer,Semi-Furnished,Under Construction
Pune,4 BHK Apartment in Sus,Sus,4 BHK,180.08,659,27326.25,45441,Apartment,Builder,Unfurnished,Ready to Move
Pune,3 BHK Apartment in Kothrud,Kothrud,3 BHK,181.11,623,29070.63,34048,Apartment,Dealer,Semi-Furnished,Ready to Move
Pune,4 BHK Apartment in Pimple Saudagar,Pimple Saudagar,4 BHK,181.38,985,18414.21,41113,Apartment,Owner,Fully Furnished,Ready to Move
Pune,2 BHK Apartment in Dhanori,Dhanori,2 BHK,181.55,1515,11983.5,38953,Apartment,Dealer,Unfurnished,Under Construction
Pune,4 BHK Apartment in Aundh,Aundh,4 BHK,182.51,1021,17875.61,34228,Apartment,Builder,Semi-Furnished,Ready to Move
Pune,3 BHK Apartment in Nigdi,Nigdi,3 BHK,184.64,657,28103.5,38202,Apartment,Owner,Semi-Furnished,Ready to Move
Pune,4 BHK Apartment in Hinjewadi,Hinjewadi,4 BHK,185.96,650,28609.23,45001,Apartment,Owner,Fully Furnished,Ready to Move
Pune,2 BHK Apartment in Warje,Warje,2 BHK,186.72,1426,13093.97,36370,Apartment,Dealer,Unfurnished,Under Construction
Pune,4 BHK Apartment in Pimpri,Pimpri,4 BHK,187.76,1063,17663.22,34453,Apartment,Owner,Semi-Furnished,Ready to Move
Pune,3 BHK Apartment in Dhanori,Dhanori,3 BHK,190.14,563,33772.65,40312,Apartment,Dealer,Unfurnished,Under Construction
Pune,2 BHK Apartment in Aundh,Aundh,2 BHK,190.88,1511,12632.69,37222,Apartment,Owner,Fully Furnished,Under Construction
Pune,4 BHK Apartment in Shivajinagar,Shivajinagar,4 BHK,192.72,1052,18319.39,39815,Apartment,Builder,Unfurnished,Under Construction
Pune,3 BHK Apartment in Kothrud,Kothrud,3 BHK,192.74,538,35825.28,43071,Apartment,Dealer,Semi-Furnished,Ready to Move
Pune,2 BHK Apartment in Sus,Sus,2 BHK,192.8,1468,13133.51,39478,Apartment,Builder,Unfurnished,Ready to Move
Pune,4 BHK Apartment in Kothrud,Kothrud,4 BHK,192.94,618,31220.06,42187,Apartment,Builder,Fully Furnished,Ready to Move
Pune,1 BHK Apartment in Kothrud,Kothrud,1 BHK,193.54,1338,14464.87,41530,Apartment,Builder,Fully Furnished,Ready to Move
Pune,3 BHK Apartment in Hinjewadi,Hinjewadi,3 BHK,193.6,563,34387.21,39956,Apartment,Dealer,Semi-Furnished,Ready to Move
Pune,4 BHK Apartment in Kharadi,Kharadi,4 BHK,194.9,995,19587.94,34700,Apartment,Owner,Semi-Furnished,Under Construction
Pune,2 BHK Apartment in Pashan,Pashan,2 BHK,195.93,1447,13540.43,42405,Apartment,Builder,Fully Furnished,Ready to Move
Pune,1 BHK Apartment in Bavdhan,Bavdhan,1 BHK,196.39,1383,14200.29,45898,Apartment,Builder,Fully Furnished,Under Construction
Pune,3 BHK Apartment in Koregaon Park,Koregaon Park,3 BHK,196.88,1394,14123.39,47835,Apartment,Builder,Unfurnished,Under Construction
Pune,3 BHK Apartment in Sus,Sus,3 BHK,196.98,542,36343.17,41243,Apartment,Owner,Fully Furnished,Ready to Move
Pune,3 BHK Apartment in Shivajinagar,Shivajinagar,3 BHK,199.46,569,35054.48,44071,Apartment,Builder,Unfurnished,Under Construction
Pune,1 BHK Apartment in Hinjewadi,Hinjewadi,1 BHK,199.54,1327,15036.93,41125,Apartment,Builder,Fully Furnished,Ready to Move
Pune,1 BHK Apartment in Wagholi,Wagholi,1 BHK,200.82,1383,14520.61,40172,Apartment,Owner,Semi-Furnished,Ready to Move
Pune,3 BHK Apartment in Aundh,Aundh,3 BHK,200.88,1367,14694.95,45792,Apartment,Builder,Semi-Furnished,Under Construction
Pune,4 BHK Apartment in Pashan,Pashan,4 BHK,201.53,655,30767.94,39343,Apartment,Builder,Fully Furnished,Ready to Move
Pune,1 BHK Apartment in Baner,Baner,1 BHK,203.83,1386,14706.35,38010,Apartment,Owner,Unfurnished,Under Construction
Pune,2 BHK Apartment in Pimple Saudagar,Pimple Saudagar,2 BHK,203.84,1453,14028.91,41393,Apartment,Builder,Unfurnished,Ready to Move
Pune,4 BHK Apartment in Baner,Baner,4 BHK,203.88,603,33810.95,42687,Apartment,Builder,Semi-Furnished,Under Construction
Pune,1 BHK Apartment in Kharadi,Kharadi,1 BHK,204.99,1338,15320.63,40614,Apartment,Dealer,Unfurnished,Under Construction
Pune,4 BHK Apartment in Viman Nagar,Viman Nagar,4 BHK,205.34,652,31493.87,44367,Apartment,Owner,Unfurnished,Under Construction
Pune,3 BHK Apartment in Warje,Warje,3 BHK,205.43,562,36553.38,41477,Apartment,Builder,Fully Furnished,Under Construction
Pune,4 BHK Apartment in Bavdhan,Bavdhan,4 BHK,206.84,648,31919.75,43409,Apartment,Dealer,Semi-Furnished,Under Construction
Pune,3 BHK Apartment in Pashan,Pashan,3 BHK,206.85,575,35973.91,40397,Apartment,Dealer,Fully Furnished,Under Construction
Pune,4 BHK Apartment in Magarpatta,Magarpatta,4 BHK,207.14,605,34238.02,46160,Apartment,Builder,Fully Furnished,Ready to Move
Pune,3 BHK Apartment in Pimple Saudagar,Pimple Saudagar,3 BHK,207.48,548,37861.31,37322,Apartment,Owner,Semi-Furnished,Ready to Move
Pune,1 BHK Apartment in Warje,Warje,1 BHK,209.1,1408,14850.85,41559,Apartment,Builder,Fully Furnished,Ready to Move
Pune,3 BHK Apartment in Wagholi,Wagholi,3 BHK,210.31,569,36961.34,37352,Apartment,Dealer,Unfurnished,Ready to Move
Pune,3 BHK Apartment in Bavdhan,Bavdhan,3 BHK,210.53,540,38987.04,39664,Apartment,Builder,Semi-Furnished,Ready to Move
Pune,4 BHK Apartment in Sus,Sus,4 BHK,212.23,650,32650.77,46013,Apartment,Owner,Semi-Furnished,Ready to Move
Pune,4 BHK Apartment in Nigdi,Nigdi,4 BHK,212.48,652,32588.96,44176,Apartment,Builder,Fully Furnished,Ready to Move
Pune,3 BHK Apartment in Pimpri,Pimpri,3 BHK,212.63,1332,15963.21,46206,Apartment,Dealer,Unfurnished,Ready to Move
Pune,2 BHK Apartment in Magarpatta,Magarpatta,2 BHK,214.29,2699,7939.61,45692,Apartment,Dealer,Fully Furnished,Under Construction
Pune,1 BHK Apartment in Viman Nagar,Viman Nagar,1 BHK,214.4,1359,15776.31,44677,Apartment,Builder,Semi-Furnished,Ready to Move
Pune,4 BHK Apartment in Wagholi,Wagholi,4 BHK,215.9,629,34324.32,45166,Apartment,Owner,Unfurnished,Under Construction
Pune,1 BHK Apartment in Sus,Sus,1 BHK,216.92,1373,15798.98,38835,Apartment,Owner,Semi-Furnished,Ready to Move
Pune,4 BHK Apartment in Warje,Warje,4 BHK,217.49,626,34742.81,40100,Apartment,Owner,Semi-Furnished,Ready to Move
Pune,3 BHK Apartment in Wakad,Wakad,3 BHK,217.92,1412,15433.43,41887,Apartment,Builder,Fully Furnished,Under Construction
Pune,4 BHK Apartment in Dhanori,Dhanori,4 BHK,218.08,627,34781.5,41811,Apartment,Owner,Fully Furnished,Ready to Move
Pune,2 BHK Apartment in Wagholi,Wagholi,2 BHK,218.25,2652,8229.64,51001,Apartment,Owner,Unfurnished,Under Construction
Pune,2 BHK Apartment in Pashan,Pashan,2 BHK,218.35,2733,7989.39,50170,Apartment,Builder,Fully Furnished,Under Construction
Pune,1 BHK Apartment in Wakad,Wakad,1 BHK,221.47,1361,16272.59,41999,Apartment,Builder,Fully Furnished,Under Construction
Pune,3 BHK Apartment in Nigdi,Nigdi,3 BHK,221.9,1342,16535.02,45616,Apartment,Owner,Unfurnished,Under Construction
Pune,3 BHK Apartment in Hadapsar,Hadapsar,3 BHK,222.34,1369,16241.05,44375,Apartment,Owner,Semi-Furnished,Ready to Move
Pune,4 BHK Apartment in Dhanori,Dhanori,4 BHK,224.74,607,37024.71,44358,Apartment,Dealer,Fully Furnished,Ready to Move
Pune,3 BHK Apartment in Wakad,Wakad,3 BHK,226.84,1961,11567.57,54905,Apartment,Dealer,Unfurnished,Under Construction
Pune,3 BHK Apartment in Baner,Baner,3 BHK,227.59,1348,16883.53,41256,Apartment,Builder,Semi-Furnished,Under Construction
Pune,3 BHK Apartment in Hinjewadi,Hinjewadi,3 BHK,228.52,2081,10981.26,53867,Apartment,Builder,Unfurnished,Under Construction
Pune,2 BHK Apartment in Shivajinagar,Shivajinagar,2 BHK,229.12,2770,8271.48,51124,Apartment,Dealer,Fully Furnished,Ready to Move
Pune,3 BHK Apartment in Magarpatta,Magarpatta,3 BHK,229.53,1408,16301.85,46699,Apartment,Builder,Unfurnished,Under Construction
Pune,2 BHK Apartment in Pimple Saudagar,Pimple Saudagar,2 BHK,231.99,2767,8384.17,49132,Apartment,Owner,Unfurnished,Ready to Move
Pune,3 BHK Apartment in Kharadi,Kharadi,3 BHK,234.06,1349,17350.63,47939,Apartment,Builder,Fully Furnished,Under Construction
Pune,1 BHK Apartment in Pimpri,Pimpri,1 BHK,234.24,802,29206.98,49582,Apartment,Dealer,Fully Furnished,Ready to Move
Pune,3 BHK Apartment in Wagholi,Wagholi,3 BHK,234.94,2056,11427.04,52253,Apartment,Builder,Semi-Furnished,Under Construction
Pune,3 BHK Apartment in Viman Nagar,Viman Nagar,3 BHK,236.09,1345,17553.16,42092,Apartment,Dealer,Fully Furnished,Under Construction
Pune,4 BHK Apartment in Aundh,Aundh,4 BHK,237.37,621,38223.83,51881,Apartment,Dealer,Unfurnished,Under Construction
Pune,4 BHK Apartment in Pimple Saudagar,Pimple Saudagar,4 BHK,237.37,661,35910.74,46633,Apartment,Builder,Fully Furnished,Ready to Move
Pune,4 BHK Apartment in Pashan,Pashan,4 BHK,237.81,610,38985.25,44811,Apartment,Dealer,Semi-Furnished,Under Construction
Pune,1 BHK Apartment in Hadapsar,Hadapsar,1 BHK,239.89,808,29689.36,57535,Apartment,Owner,Semi-Furnished,Under Construction
Pune,3 BHK Apartment in Viman Nagar,Viman Nagar,3 BHK,243.3,2019,12050.52,48321,Apartment,Owner,Semi-Furnished,Ready to Move
Pune,2 BHK Apartment in Aundh,Aundh,2 BHK,243.94,2859,8532.35,45169,Apartment,Builder,Fully Furnished,Under Construction
Pune,4 BHK Apartment in Hadapsar,Hadapsar,4 BHK,244.3,649,37642.53,52525,Apartment,Owner,Semi-Furnished,Ready to Move
Pune,2 BHK Apartment in Warje,Warje,2 BHK,245.31,2850,8607.37,52046,Apartment,Dealer,Fully Furnished,Ready to Move
Pune,4 BHK Apartment in Koregaon Park,Koregaon Park,4 BHK,245.41,605,40563.64,47514,Apartment,Builder,Semi-Furnished,Ready to Move
Pune,3 BHK Apartment in Kharadi,Kharadi,3 BHK,246.13,1967,12512.96,52720,Apartment,Owner,Unfurnished,Ready to Move
Pune,5 BHK Apartment in Magarpatta,Magarpatta,5 BHK,248.74,641,38804.99,62085,Apartment,Owner,Fully Furnished,Ready to Move
Pune,3 BHK Apartment in Pimpri,Pimpri,3 BHK,249.11,1913,13021.96,52642,Apartment,Dealer,Unfurnished,Ready to Move
Pune,2 BHK Apartment in Bavdhan,Bavdhan,2 BHK,251.64,2867,8777.12,51403,Apartment,Dealer,Unfurnished,Ready to Move
Pune,2 BHK Apartment in Dhanori,Dhanori,2 BHK,251.78,2749,9158.97,49734,Apartment,Dealer,Unfurnished,Under Construction
Pune,4 BHK Apartment in Shivajinagar,Shivajinagar,4 BHK,251.92,605,41639.67,43841,Apartment,Dealer,Unfurnished,Under Construction
Pune,5 BHK Apartment in Nigdi,Nigdi,5 BHK,251.93,642,39241.43,56170,Apartment,Builder,Semi-Furnished,Under Construction
Pune,1 BHK Apartment in Baner,Baner,1 BHK,254.41,871,29208.96,48818,Apartment,Builder,Semi-Furnished,Ready to Move
Pune,1 BHK Apartment in Viman Nagar,Viman Nagar,1 BHK,254.56,830,30669.88,52476,Apartment,Builder,Unfurnished,Ready to Move
Pune,1 BHK Apartment in Wakad,Wakad,1 BHK,256.7,844,30414.69,48948,Apartment,Owner,Semi-Furnished,Under Construction
Pune,2 BHK Apartment in Sus,Sus,2 BHK,257.28,2733,9413.83,50114,Apartment,Dealer,Semi-Furnished,Under Construction
Pune,3 BHK Apartment in Koregaon Park,Koregaon Park,3 BHK,257.47,1977,13023.27,54215,Apartment,Builder,Fully Furnished,Ready to Move
Pune,5 BHK Apartment in Sus,Sus,5 BHK,258.18,645,40027.91,53539,Apartment,Dealer,Semi-Furnished,Under Construction
Pune,3 BHK Apartment in Baner,Baner,3 BHK,258.62,1950,13262.56,54500,Apartment,Dealer,Unfurnished,Ready to Move
Pune,5 BHK Apartment in Aundh,Aundh,5 BHK,261.18,659,39632.78,61685,Apartment,Builder,Semi-Furnished,Under Construction
Pune,1 BHK Apartment in Magarpatta,Magarpatta,1 BHK,262.63,805,32624.84,56973,Apartment,Builder,Fully Furnished,Ready to Move
Pune,5 BHK Apartment in Pashan,Pashan,5 BHK,263.01,650,40463.08,59785,Apartment,Owner,Semi-Furnished,Under Construction
Pune,1 BHK Apartment in Kharadi,Kharadi,1 BHK,263.84,815,32373.01,54797,Apartment,Dealer,Semi-Furnished,Under Construction
Pune,3 BHK Apartment in Kothrud,Kothrud,3 BHK,264.74,2040,12977.45,51947,Apartment,Builder,Fully Furnished,Ready to Move
Pune,1 BHK Apartment in Kothrud,Kothrud,1 BHK,265.49,836,31757.18,52802,Apartment,Dealer,Unfurnished,Under Construction
Pune,1 BHK Apartment in Nigdi,Nigdi,1 BHK,267.12,881,30320.09,49004,Apartment,Dealer,Fully Furnished,Under Construction
Pune,1 BHK Apartment in Koregaon Park,Koregaon Park,1 BHK,267.16,852,31356.81,55331,Apartment,Dealer,Semi-Furnished,Under Construction
Pune,5 BHK Apartment in Pimple Saudagar,Pimple Saudagar,5 BHK,267.79,608,44044.41,53684,Apartment,Dealer,Unfurnished,Under Construction
Pune,5 BHK Apartment in Bavdhan,Bavdhan,5 BHK,269.78,659,40937.78,54453,Apartment,Builder,Fully Furnished,Under Construction
Pune,5 BHK Apartment in Shivajinagar,Shivajinagar,5 BHK,270.06,631,42798.73,60911,Apartment,Owner,Semi-Furnished,Under Construction
Pune,3 BHK Apartment in Hadapsar,Hadapsar,3 BHK,272.85,1957,13942.26,48333,Apartment,Builder,Fully Furnished,Ready to Move
Pune,2 BHK Apartment in Magarpatta,Magarpatta,2 BHK,274.75,1756,15646.36,58213,Apartment,Dealer,Unfurnished,Ready to Move
Pune,2 BHK Apartment in Nigdi,Nigdi,2 BHK,279.06,1760,15855.68,60340,Apartment,Builder,Semi-Furnished,Ready to Move
Pune,2 BHK Apartment in Koregaon Park,Koregaon Park,2 BHK,283.8,1606,17671.23,63066,Apartment,Builder,Semi-Furnished,Under Construction
Pune,5 BHK Apartment in Hadapsar,Hadapsar,5 BHK,284.8,603,47230.51,60394,Apartment,Owner,Unfurnished,Under Construction
Pune,2 BHK Apartment in Aundh,Aundh,2 BHK,296.72,1691,17547.01,57026,Apartment,Dealer,Fully Furnished,Under Construction
Pune,2 BHK Apartment in Viman Nagar,Viman Nagar,2 BHK,298.22,2621,11378.1,64337,Apartment,Owner,Semi-Furnished,Ready to Move
Pune,5 BHK Apartment in Dhanori,Dhanori,5 BHK,299.8,644,46552.8,54732,Apartment,Owner,Semi-Furnished,Under Construction
Pune,2 BHK Apartment in Viman Nagar,Viman Nagar,2 BHK,303.55,1748,17365.56,59369,Apartment,Dealer,Fully Furnished,Ready to Move
Pune,2 BHK Apartment in Kharadi,Kharadi,2 BHK,304.22,1725,17635.94,65610,Apartment,Dealer,Unfurnished,Under Construction
Pune,2 BHK Apartment in Wakad,Wakad,2 BHK,304.79,2761,11039.12,64386,Apartment,Owner,Unfurnished,Ready to Move
Pune,2 BHK Apartment in Hadapsar,Hadapsar,2 BHK,305.17,1731,17629.69,56776,Apartment,Builder,Fully Furnished,Under Construction
Pune,2 BHK Apartment in Pimpri,Pimpri,2 BHK,309.77,1696,18264.74,57832,Apartment,Dealer,Unfurnished,Under Construction
Pune,2 BHK Apartment in Kothrud,Kothrud,2 BHK,313.15,2627,11920.44,71543,Apartment,Builder,Unfurnished,Under Construction
Pune,2 BHK Apartment in Wagholi,Wagholi,2 BHK,313.69,2864,10952.86,73614,Apartment,Dealer,Fully Furnished,Ready to Move
Pune,1 BHK Apartment in Hadapsar,Hadapsar,1 BHK,315.55,1196,26383.78,70449,Apartment,Builder,Fully Furnished,Under Construction
Pune,2 BHK Apartment in Wakad,Wakad,2 BHK,316.5,1743,18158.35,58546,Apartment,Builder,Unfurnished,Ready to Move
Pune,2 BHK Apartment in Kharadi,Kharadi,2 BHK,316.57,2882,10984.39,68815,Apartment,Owner,Semi-Furnished,Ready to Move
Pune,1 BHK Apartment in Wakad,Wakad,1 BHK,318.13,1208,26335.26,79262,Apartment,Owner,Unfurnished,Ready to Move
Pune,1 BHK Apartment in Pimple Saudagar,Pimple Saudagar,1 BHK,318.97,1142,27930.82,72430,Apartment,Builder,Unfurnished,Under Construction
Pune,2 BHK Apartment in Bavdhan,Bavdhan,2 BHK,327.51,2728,12005.5,73690,Apartment,Owner,Fully Furnished,Under Construction
Pune,2 BHK Apartment in Baner,Baner,2 BHK,327.9,1646,19921.02,68147,Apartment,Owner,Fully Furnished,Under Construction
Pune,1 BHK Apartment in Koregaon Park,Koregaon Park,1 BHK,337.44,1166,28939.97,73956,Apartment,Owner,Semi-Furnished,Ready to Move
Pune,2 BHK Apartment in Warje,Warje,2 BHK,338.06,2703,12506.84,68250,Apartment,Builder,Unfurnished,Under Construction
Pune,1 BHK Apartment in Pimpri,Pimpri,1 BHK,338.4,1140,29684.21,70672,Apartment,Builder,Fully Furnished,Ready to Move
Pune,2 BHK Apartment in Baner,Baner,2 BHK,350.86,2787,12589.16,70422,Apartment,Builder,Semi-Furnished,Under Construction
Pune,1 BHK Apartment in Magarpatta,Magarpatta,1 BHK,352.07,1174,29988.93,79221,Apartment,Dealer,Unfurnished,Under Construction
Pune,2 BHK Apartment in Hinjewadi,Hinjewadi,2 BHK,359.22,2712,13245.58,62730,Apartment,Owner,Semi-Furnished,Ready to Move
Pune,2 BHK Apartment in Pimpri,Pimpri,2 BHK,359.51,2809,12798.5,71420,Apartment,Owner,Fully Furnished,Under Construction
Pune,3 BHK Apartment in Wagholi,Wagholi,3 BHK,368.32,1029,35793.97,78750,Apartment,Builder,Semi-Furnished,Ready to Move
Pune,1 BHK Apartment in Shivajinagar,Shivajinagar,1 BHK,368.85,1169,31552.61,77894,Apartment,Builder,Semi-Furnished,Under Construction
Pune,1 BHK Apartment in Kharadi,Kharadi,1 BHK,372.1,1146,32469.46,69262,Apartment,Dealer,Semi-Furnished,Under Construction
Pune,1 BHK Apartment in Dhanori,Dhanori,1 BHK,373.68,651,57400.92,86892,Apartment,Builder,Semi-Furnished,Ready to Move
Pune,3 BHK Apartment in Pashan,Pashan,3 BHK,373.69,995,37556.78,89669,Apartment,Builder,Fully Furnished,Under Construction
Pune,1 BHK Apartment in Viman Nagar,Viman Nagar,1 BHK,373.96,638,58614.42,90956,Apartment,Dealer,Fully Furnished,Ready to Move
Pune,1 BHK Apartment in Hinjewadi,Hinjewadi,1 BHK,375.29,663,56604.83,93058,Apartment,Builder,Semi-Furnished,Ready to Move
Pune,4 BHK Apartment in Magarpatta,Magarpatta,4 BHK,375.48,574,65414.63,79634,Apartment,Owner,Unfurnished,Ready to Move
Pune,1 BHK Apartment in Nigdi,Nigdi,1 BHK,376.71,1225,30751.84,66240,Apartment,Builder,Unfurnished,Under Construction
Pune,4 BHK Apartment in Shivajinagar,Shivajinagar,4 BHK,377.64,567,66603.17,78289,Apartment,Owner,Unfurnished,Ready to Move
Pune,3 BHK Apartment in Warje,Warje,3 BHK,377.94,1018,37125.74,86675,Apartment,Dealer,Semi-Furnished,Under Construction
Pune,4 BHK Apartment in Pashan,Pashan,4 BHK,378.27,550,68776.36,83407,Apartment,Builder,Semi-Furnished,Ready to Move
Pune,1 BHK Apartment in Warje,Warje,1 BHK,382.33,652,58639.57,88365,Apartment,Owner,Fully Furnished,Under Construction
Pune,1 BHK Apartment in Aundh,Aundh,1 BHK,382.92,1217,31464.26,69052,Apartment,Builder,Semi-Furnished,Ready to Move
Pune,1 BHK Apartment in Kothrud,Kothrud,1 BHK,383.24,618,62012.94,78163,Apartment,Owner,Fully Furnished,Ready to Move
Pune,3 BHK Apartment in Hinjewadi,Hinjewadi,3 BHK,383.4,1027,37332.04,87271,Apartment,Builder,Semi-Furnished,Ready to Move
Pune,3 BHK Apartment in Shivajinagar,Shivajinagar,3 BHK,384.52,1009,38109.02,79370,Apartment,Dealer,Unfurnished,Under Construction
Pune,4 BHK Apartment in Koregaon Park,Koregaon Park,4 BHK,392.41,576,68126.74,80144,Apartment,Builder,Unfurnished,Ready to Move
Pune,3 BHK Apartment in Bavdhan,Bavdhan,3 BHK,397.92,1018,39088.41,78056,Apartment,Dealer,Unfurnished,Ready to Move
Pune,4 BHK Apartment in Hadapsar,Hadapsar,4 BHK,398.52,561,71037.43,78196,Apartment,Dealer,Fully Furnished,Under Construction
Pune,4 BHK Apartment in Pimple Saudagar,Pimple Saudagar,4 BHK,403.89,571,70733.8,84240,Apartment,Builder,Fully Furnished,Under Construction
Pune,4 BHK Apartment in Dhanori,Dhanori,4 BHK,406.01,539,75326.53,87363,Apartment,Owner,Unfurnished,Under Construction
Pune,1 BHK Apartment in Wakad,Wakad,1 BHK,407.38,617,66025.93,94138,Apartment,Dealer,Fully Furnished,Ready to Move
Pune,1 BHK Apartment in Wagholi,Wagholi,1 BHK,407.68,628,64917.2,91864,Apartment,Builder,Semi-Furnished,Under Construction
Pune,3 BHK Apartment in Pimple Saudagar,Pimple Saudagar,3 BHK,409.75,1057,38765.37,93131,Apartment,Dealer,Semi-Furnished,Ready to Move
Pune,1 BHK Apartment in Baner,Baner,1 BHK,411.53,662,62164.65,86090,Apartment,Owner,Unfurnished,Under Construction
Pune,4 BHK Apartment in Nigdi,Nigdi,4 BHK,413,534,77340.82,80703,Apartment,Builder,Fully Furnished,Ready to Move
Pune,4 BHK Apartment in Aundh,Aundh,4 BHK,414.66,550,75392.73,78918,Apartment,Builder,Semi-Furnished,Ready to Move
