Title,City,Location,Bedrooms,Price_INR,Area_sqft,Price_per_sqft,Monthly_Rent
1 BHK Apartment in Yelahanka,Bangalore,Yelahanka,1 BHK,20471000,1344,15231.39881,41756
1 BHK Apartment in BTM Layout,Bangalore,BTM Layout,1 BHK,20490000,1416,14470.33898,42716
3 BHK Apartment in Sarjapur Road,Bangalore,Sarjapur Road,3 BHK,20508000,1548,13248.06202,45494
1 BHK Apartment in Hoodi,Bangalore,Hoodi,1 BHK,20514000,1420,14446.47887,45120
3 BHK Apartment in Hebbal,Bangalore,Hebbal,3 BHK,20552000,1493,13765.57267,39893
3 BHK Apartment in Jayanagar,Bangalore,Jayanagar,3 BHK,20776000,1540,13490.90909,45110
1 BHK Apartment in Sarjapur Road,Bangalore,Sarjapur Road,1 BHK,20841000,1334,15622.93853,42666
3 BHK Apartment in Yelahanka,Bangalore,Yelahanka,3 BHK,20946000,1472,14229.61957,44008
2 BHK Apartment in Electronic City,Bangalore,Electronic City,2 BHK,21001000,1472,14266.9837,44484
3 BHK Apartment in Ramamurthy Nagar,Bangalore,Ramamurthy Nagar,3 BHK,21146000,1571,13460.21642,49696
3 BHK Apartment in HSR Layout,Bangalore,HSR Layout,3 BHK,21150000,1490,14194.63087,43380
2 BHK Apartment in Sarjapur Road,Bangalore,Sarjapur Road,2 BHK,21324000,1527,13964.63654,38216
3 BHK Apartment in BTM Layout,Bangalore,BTM Layout,3 BHK,21433000,1447,14812.02488,41406
3 BHK Apartment in Indiranagar,Bangalore,Indiranagar,3 BHK,21496000,1463,14693.09638,45883
3 BHK Apartment in Electronic City,Bangalore,Electronic City,3 BHK,21572000,1579,13661.81127,38411
3 BHK Apartment in Bommanahalli,Bangalore,Bommanahalli,3 BHK,21797000,1498,14550.73431,48840
1 BHK Apartment in Hennur,Bangalore,Hennur,1 BHK,22069000,1348,16371.66172,44231
3 BHK Apartment in Electronic City,Bangalore,Electronic City,3 BHK,22250000,1453,15313.14522,52366
3 BHK Apartment in Koramangala,Bangalore,Koramangala,3 BHK,22626000,1540,14692.20779,51018
1 BHK Apartment in Whitefield,Bangalore,Whitefield,1 BHK,22802000,1424,16012.64045,42617
3 BHK Apartment in Whitefield,Bangalore,Whitefield,3 BHK,23761000,1552,15309.92268,46511
3 BHK Apartment in JP Nagar,Bangalore,JP Nagar,3 BHK,23833000,1545,15425.88997,44370
3 BHK Apartment in Hebbal,Bangalore,Hebbal,3 BHK,24039000,1444,16647.50693,49599
2 BHK Apartment in Bellandur,Bangalore,Bellandur,2 BHK,24156000,1733,13938.83439,57548
2 BHK Apartment in Marathahalli,Bangalore,Marathahalli,2 BHK,24995000,1703,14677.04052,58025
2 BHK Apartment in Sarjapur Road,Bangalore,Sarjapur Road,2 BHK,25102000,1630,15400,55142
2 BHK Apartment in JP Nagar,Bangalore,JP Nagar,2 BHK,25885000,1594,16239.02133,53913
2 BHK Apartment in Banashankari,Bangalore,Banashankari,2 BHK,26647000,1665,16004.2042,56363
2 BHK Apartment in Hebbal,Bangalore,Hebbal,2 BHK,26662000,1749,15244.13951,49564
3 BHK Apartment in Kasavanahalli,Bangalore,Kasavanahalli,3 BHK,27225000,1348,20196.58754,60103
3 BHK Apartment in HSR Layout,Bangalore,HSR Layout,3 BHK,27367000,1411,19395.46421,60669
2 BHK Apartment in Electronic City,Bangalore,Electronic City,2 BHK,27390000,1684,16264.84561,52720
2 BHK Apartment in Indiranagar,Bangalore,Indiranagar,2 BHK,27406000,1749,15669.52544,53407
3 BHK Apartment in Indiranagar,Bangalore,Indiranagar,3 BHK,27487000,1459,18839.61618,63455
3 BHK Apartment in Whitefield,Bangalore,Whitefield,3 BHK,27620000,1420,19450.70423,65728
2 BHK Apartment in Jayanagar,Bangalore,Jayanagar,2 BHK,27849000,1688,16498.22275,51327
3 BHK Apartment in Koramangala,Bangalore,Koramangala,3 BHK,27927000,1433,19488.48569,60514
2 BHK Apartment in Koramangala,Bangalore,Koramangala,2 BHK,27963000,1613,17336.01984,54570
3 BHK Apartment in Hennur,Bangalore,Hennur,3 BHK,28301000,1438,19680.80668,66608
3 BHK Apartment in Hoodi,Bangalore,Hoodi,3 BHK,29100000,1432,20321.22905,59577
4 BHK Apartment in Malleshwaram,Bangalore,Malleshwaram,4 BHK,30340000,1742,17416.76234,70516
4 BHK Apartment in Marathahalli,Bangalore,Marathahalli,4 BHK,30559000,1743,17532.41538,74816
3 BHK Apartment in Bommanahalli,Bangalore,Bommanahalli,3 BHK,30815000,1362,22624.81645,56900
3 BHK Apartment in Electronic City,Bangalore,Electronic City,3 BHK,30852000,1465,21059.38567,65544
3 BHK Apartment in Ramamurthy Nagar,Bangalore,Ramamurthy Nagar,3 BHK,32118000,1457,22043.92588,60107
3 BHK Apartment in Electronic City,Bangalore,Electronic City,3 BHK,32403000,1273,25454.04556,79187
3 BHK Apartment in Kasavanahalli,Bangalore,Kasavanahalli,3 BHK,32564000,1202,27091.51414,79043
4 BHK Apartment in Jayanagar,Bangalore,Jayanagar,4 BHK,32615000,1737,18776.62637,62338
3 BHK Apartment in Indiranagar,Bangalore,Indiranagar,3 BHK,32734000,1261,25958.76289,74912
3 BHK Apartment in HSR Layout,Bangalore,HSR Layout,3 BHK,32773000,1196,27402.17391,79355
4 BHK Apartment in Banashankari,Bangalore,Banashankari,4 BHK,32819000,1734,18926.75894,75543
3 BHK Apartment in Koramangala,Bangalore,Koramangala,3 BHK,33156000,1201,27606.99417,66631
3 BHK Apartment in Ramamurthy Nagar,Bangalore,Ramamurthy Nagar,3 BHK,33993000,1257,27042.95943,78000
4 BHK Apartment in Sarjapur Road,Bangalore,Sarjapur Road,4 BHK,34038000,1618,21037.08282,62892
4 BHK Apartment in JP Nagar,Bangalore,JP Nagar,4 BHK,34271000,1705,20100.29326,73438
4 BHK Apartment in BTM Layout,Bangalore,BTM Layout,4 BHK,34375000,1646,20883.96112,69744
4 BHK Apartment in Bellandur,Bangalore,Bellandur,4 BHK,34801000,1698,20495.28857,66458
4 BHK Apartment in Hennur,Bangalore,Hennur,4 BHK,35561000,1733,20519.90767,62673
3 BHK Apartment in Whitefield,Bangalore,Whitefield,3 BHK,35669000,1236,28858.41424,76835
3 BHK Apartment in Hennur,Bangalore,Hennur,3 BHK,35686000,1193,29912.82481,71287
4 BHK Apartment in Yelahanka,Bangalore,Yelahanka,4 BHK,36114000,1723,20959.95357,62973
5 BHK Apartment in Hennur,Bangalore,Hennur,5 BHK,36584000,1446,25300.13831,81612
3 BHK Apartment in Hoodi,Bangalore,Hoodi,3 BHK,36708000,1221,30063.88206,75441
5 BHK Apartment in Marathahalli,Bangalore,Marathahalli,5 BHK,37059000,1563,23710.17274,83407
5 BHK Apartment in BTM Layout,Bangalore,BTM Layout,5 BHK,38335000,1518,25253.62319,91396
3 BHK Apartment in Bommanahalli,Bangalore,Bommanahalli,3 BHK,38409000,1277,30077.52545,66593
5 BHK Apartment in Sarjapur Road,Bangalore,Sarjapur Road,5 BHK,38716000,1580,24503.79747,84968
5 BHK Apartment in Hoodi,Bangalore,Hoodi,5 BHK,39344000,1508,26090.18568,77368
5 BHK Apartment in Malleshwaram,Bangalore,Malleshwaram,5 BHK,39420000,1516,26002.63852,81849
3 BHK Apartment in Marathahalli,Bangalore,Marathahalli,3 BHK,40637000,1193,34062.86672,98265
5 BHK Apartment in Bellandur,Bangalore,Bellandur,5 BHK,40859000,1489,27440.56414,78223
5 BHK Apartment in Banashankari,Bangalore,Banashankari,5 BHK,41373000,1460,28337.67123,80603
5 BHK Apartment in Yelahanka,Bangalore,Yelahanka,5 BHK,41953000,1497,28024.7161,79321
3 BHK Apartment in Koramangala,Bangalore,Koramangala,3 BHK,42492000,1113,38177.89757,94726
3 BHK Apartment in Bellandur,Bangalore,Bellandur,3 BHK,43590000,1089,40027.54821,96805
5 BHK Apartment in Kasavanahalli,Bangalore,Kasavanahalli,5 BHK,43761000,1438,30431.84979,82034
3 BHK Apartment in Indiranagar,Bangalore,Indiranagar,3 BHK,44187000,1135,38931.27753,98000
3 BHK Apartment in Banashankari,Bangalore,Banashankari,3 BHK,45656000,1162,39290.8778,84589
1 BHK Apartment in Banashankari,Bangalore,Banashankari,1 BHK,46431000,649,71542.37288,101282
3 BHK Apartment in HSR Layout,Bangalore,HSR Layout,3 BHK,46633000,1131,41231.6534,102829
1 BHK Apartment in Indiranagar,Bangalore,Indiranagar,1 BHK,46842000,669,70017.93722,107963
3 BHK Apartment in Jayanagar,Bangalore,Jayanagar,3 BHK,47190000,1164,40541.23711,102662
4 BHK Apartment in Banashankari,Bangalore,Banashankari,4 BHK,47786000,1555,30730.54662,106470
3 BHK Apartment in JP Nagar,Bangalore,JP Nagar,3 BHK,47799000,1103,43335.44878,84616
3 BHK Apartment in Electronic City,Bangalore,Electronic City,3 BHK,47883000,1185,40407.59494,102904
4 BHK Apartment in Bellandur,Bangalore,Bellandur,4 BHK,48263000,1561,30918.00128,109877
1 BHK Apartment in JP Nagar,Bangalore,JP Nagar,1 BHK,48376000,679,71245.94993,106787
4 BHK Apartment in Marathahalli,Bangalore,Marathahalli,4 BHK,48543000,1552,31277.70619,109826
3 BHK Apartment in Hebbal,Bangalore,Hebbal,3 BHK,49389000,1144,43172.2028,94179
1 BHK Apartment in Jayanagar,Bangalore,Jayanagar,1 BHK,49727000,704,70634.94318,95880
1 BHK Apartment in Koramangala,Bangalore,Koramangala,1 BHK,49759000,662,75164.65257,109279
4 BHK Apartment in JP Nagar,Bangalore,JP Nagar,4 BHK,49812000,1482,33611.33603,98875
1 BHK Apartment in Marathahalli,Bangalore,Marathahalli,1 BHK,50596000,663,76313.72549,107158
4 BHK Apartment in Malleshwaram,Bangalore,Malleshwaram,4 BHK,50872000,1424,35724.7191,112821
1 BHK Apartment in Electronic City,Bangalore,Electronic City,1 BHK,51735000,656,78864.32927,99858
1 BHK Apartment in Hebbal,Bangalore,Hebbal,1 BHK,51823000,688,75324.12791,111451
1 BHK Apartment in Bellandur,Bangalore,Bellandur,1 BHK,51898000,647,80213.29212,112338
1 BHK Apartment in HSR Layout,Bangalore,HSR Layout,1 BHK,51993000,677,76799.11374,100443
4 BHK Apartment in Hennur,Bangalore,Hennur,4 BHK,52137000,1482,35180.16194,99858
4 BHK Apartment in Jayanagar,Bangalore,Jayanagar,4 BHK,53737000,1477,36382.53216,115337
4 BHK Apartment in BTM Layout,Bangalore,BTM Layout,4 BHK,54819000,1559,35162.92495,111203
4 BHK Apartment in Yelahanka,Bangalore,Yelahanka,4 BHK,56701000,1495,37927.0903,108154
4 BHK Apartment in Sarjapur Road,Bangalore,Sarjapur Road,4 BHK,57160000,1536,37213.54167,105179
1 BHK Apartment in Hebbal,Bangalore,Hebbal,1 BHK,90174000,1471,61301.15568,188968
1 BHK Apartment in Indiranagar,Bangalore,Indiranagar,1 BHK,91430000,1390,65776.97842,219516
1 BHK Apartment in Jayanagar,Bangalore,Jayanagar,1 BHK,91443000,1334,68547.97601,208151
1 BHK Apartment in JP Nagar,Bangalore,JP Nagar,1 BHK,94334000,1453,64923.60633,208601
1 BHK Apartment in Bommanahalli,Bangalore,Bommanahalli,1 BHK,94503000,1450,65174.48276,206457
1 BHK Apartment in Whitefield,Bangalore,Whitefield,1 BHK,97728000,1453,67259.46318,225370
1 BHK Apartment in Electronic City,Bangalore,Electronic City,1 BHK,99334000,1461,67990.41752,207968
1 BHK Apartment in Koramangala,Bangalore,Koramangala,1 BHK,100289000,1439,69693.53718,210572
1 BHK Apartment in Marathahalli,Bangalore,Marathahalli,1 BHK,100304000,1200,83586.66667,227746
1 BHK Apartment in Hennur,Bangalore,Hennur,1 BHK,100852000,1217,82869.35086,225104
1 BHK Apartment in Yelahanka,Bangalore,Yelahanka,1 BHK,101003000,1206,83750.41459,244037
1 BHK Apartment in Banashankari,Bangalore,Banashankari,1 BHK,101491000,1184,85718.75,209048
1 BHK Apartment in BTM Layout,Bangalore,BTM Layout,1 BHK,106554000,1131,94212.20159,221893
1 BHK Apartment in Banashankari,Bangalore,Banashankari,1 BHK,106846000,1425,74979.64912,208935
1 BHK Apartment in HSR Layout,Bangalore,HSR Layout,1 BHK,107104000,1454,73661.62311,218864
1 BHK Apartment in Kasavanahalli,Bangalore,Kasavanahalli,1 BHK,110925000,1184,93686.65541,221928
1 BHK Apartment in Malleshwaram,Bangalore,Malleshwaram,1 BHK,116519000,1186,98245.36256,250827
1 BHK Apartment in Hoodi,Bangalore,Hoodi,1 BHK,117419000,1210,97040.49587,212695
1 BHK Apartment in Sarjapur Road,Bangalore,Sarjapur Road,1 BHK,117738000,1214,96983.52554,219693
1 BHK Apartment in Bellandur,Bangalore,Bellandur,1 BHK,120542000,1201,100368.0266,226646
4 BHK Apartment in Bellandur,Bangalore,Bellandur,4 BHK,182394000,1533,118978.4736,402838
4 BHK Apartment in Malleshwaram,Bangalore,Malleshwaram,4 BHK,182932000,1492,122608.5791,428957
4 BHK Apartment in Sarjapur Road,Bangalore,Sarjapur Road,4 BHK,184454000,1433,128718.7718,442823
4 BHK Apartment in Hoodi,Bangalore,Hoodi,4 BHK,189118000,1438,131514.6036,443249
4 BHK Apartment in Bommanahalli,Bangalore,Bommanahalli,4 BHK,193692000,1528,126761.7801,415318
4 BHK Apartment in Kasavanahalli,Bangalore,Kasavanahalli,4 BHK,196333000,1494,131414.324,415522
4 BHK Apartment in Ramamurthy Nagar,Bangalore,Ramamurthy Nagar,4 BHK,199099000,1449,137404.4168,434701
4 BHK Apartment in BTM Layout,Bangalore,BTM Layout,4 BHK,203145000,1558,130388.3184,401118
4 BHK Apartment in Hennur,Bangalore,Hennur,4 BHK,205555000,1499,137128.0854,449833
4 BHK Apartment in Yelahanka,Bangalore,Yelahanka,4 BHK,214040000,1508,141936.3395,402279
4 BHK Apartment in Hinjewadi,Pune,Hinjewadi,4 BHK,2751000,821,3350.791717,6548
4 BHK Apartment in Bavdhan,Pune,Bavdhan,4 BHK,2908000,824,3529.126214,6509
4 BHK Apartment in Wagholi,Pune,Wagholi,4 BHK,2916000,873,3340.206186,5971
4 BHK Apartment in Baner,Pune,Baner,4 BHK,3018000,835,3614.371257,6357
1 BHK Apartment in Hinjewadi,Pune,Hinjewadi,1 BHK,3156000,1256,2512.738854,7680
4 BHK Apartment in Sus,Pune,Sus,4 BHK,3182000,849,3747.938751,6501
4 BHK Apartment in Dhanori,Pune,Dhanori,4 BHK,3200000,839,3814.064362,6675
1 BHK Apartment in Pimpri,Pune,Pimpri,1 BHK,3206000,1172,2735.494881,7839
4 BHK Apartment in Viman Nagar,Pune,Viman Nagar,4 BHK,3208000,822,3902.676399,6549
1 BHK Apartment in Baner,Pune,Baner,1 BHK,3215000,1175,2736.170213,7339
4 BHK Apartment in Pashan,Pune,Pashan,4 BHK,3230000,815,3963.190184,6422
4 BHK Apartment in Kothrud,Pune,Kothrud,4 BHK,3251000,820,3964.634146,6438
1 BHK Apartment in Warje,Pune,Warje,1 BHK,3256000,1179,2761.662426,7181
4 BHK Apartment in Wagholi,Pune,Wagholi,4 BHK,3258000,589,5531.409168,7246
4 BHK Apartment in Warje,Pune,Warje,4 BHK,3268000,865,3778.034682,6595
4 BHK Apartment in Kharadi,Pune,Kharadi,4 BHK,3320000,576,5763.888889,7751
4 BHK Apartment in Hinjewadi,Pune,Hinjewadi,4 BHK,3396000,570,5957.894737,7178
1 BHK Apartment in Kothrud,Pune,Kothrud,1 BHK,3406000,1237,2753.435732,7488
1 BHK Apartment in Wagholi,Pune,Wagholi,1 BHK,3417000,1156,2955.882353,7024
1 BHK Apartment in Viman Nagar,Pune,Viman Nagar,1 BHK,3448000,1222,2821.603928,7746
4 BHK Apartment in Wakad,Pune,Wakad,4 BHK,3490000,568,6144.366197,7180
4 BHK Apartment in Pimpri,Pune,Pimpri,4 BHK,3527000,575,6133.913043,7603
4 BHK Apartment in Kothrud,Pune,Kothrud,4 BHK,3548000,543,6534.069982,7485
1 BHK Apartment in Wakad,Pune,Wakad,1 BHK,3554000,1227,2896.495518,7959
4 BHK Apartment in Hadapsar,Pune,Hadapsar,4 BHK,3593000,589,6100.169779,7906
4 BHK Apartment in Hadapsar,Pune,Hadapsar,4 BHK,3602000,1994,1806.419258,8448
4 BHK Apartment in Nigdi,Pune,Nigdi,4 BHK,3657000,2060,1775.242718,7662
1 BHK Apartment in Koregaon Park,Pune,Koregaon Park,1 BHK,3703000,1186,3122.259696,7406
1 BHK Apartment in Kharadi,Pune,Kharadi,1 BHK,3750000,1206,3109.452736,7855
4 BHK Apartment in Baner,Pune,Baner,4 BHK,3757000,2061,1822.901504,8177
4 BHK Apartment in Baner,Pune,Baner,4 BHK,3788000,559,6776.386404,8164
4 BHK Apartment in Koregaon Park,Pune,Koregaon Park,4 BHK,3789000,573,6612.565445,7304
4 BHK Apartment in Koregaon Park,Pune,Koregaon Park,4 BHK,3826000,1991,1921.647413,8066
4 BHK Apartment in Kharadi,Pune,Kharadi,4 BHK,3901000,2011,1939.83093,8940
4 BHK Apartment in Wakad,Pune,Wakad,4 BHK,3913000,1914,2044.409613,7622
4 BHK Apartment in Viman Nagar,Pune,Viman Nagar,4 BHK,3955000,544,7270.220588,7501
4 BHK Apartment in Pimpri,Pune,Pimpri,4 BHK,3971000,2034,1952.310718,8835
4 BHK Apartment in Viman Nagar,Pune,Viman Nagar,4 BHK,4051000,2038,1987.733072,9065
4 BHK Apartment in Hinjewadi,Pune,Hinjewadi,4 BHK,4126000,1920,2148.958333,8194
4 BHK Apartment in Kothrud,Pune,Kothrud,4 BHK,4144000,1936,2140.495868,8790
3 BHK Apartment in Kharadi,Pune,Kharadi,3 BHK,4279000,1370,3123.357664,10178
3 BHK Apartment in Pimpri,Pune,Pimpri,3 BHK,4313000,1343,3211.466865,9720
3 BHK Apartment in Aundh,Pune,Aundh,3 BHK,4538000,1434,3164.574616,9580
3 BHK Apartment in Koregaon Park,Pune,Koregaon Park,3 BHK,4560000,1432,3184.357542,10479
4 BHK Apartment in Aundh,Pune,Aundh,4 BHK,4613000,2665,1730.956848,10201
4 BHK Apartment in Magarpatta,Pune,Magarpatta,4 BHK,4617000,2781,1660.194175,10094
4 BHK Apartment in Wakad,Pune,Wakad,4 BHK,4683000,2718,1722.958057,10075
3 BHK Apartment in Wakad,Pune,Wakad,3 BHK,4692000,1305,3595.402299,9344
3 BHK Apartment in Baner,Pune,Baner,3 BHK,4828000,1378,3503.628447,10088
3 BHK Apartment in Hadapsar,Pune,Hadapsar,3 BHK,4834000,1275,3791.372549,11515
3 BHK Apartment in Shivajinagar,Pune,Shivajinagar,3 BHK,4858000,1328,3658.13253,10093
4 BHK Apartment in Koregaon Park,Pune,Koregaon Park,4 BHK,4875000,2805,1737.967914,9787
3 BHK Apartment in Nigdi,Pune,Nigdi,3 BHK,4901000,1201,4080.766028,11563
2 BHK Apartment in Pimple Saudagar,Pune,Pimple Saudagar,2 BHK,4911000,826,5945.520581,10519
4 BHK Apartment in Kharadi,Pune,Kharadi,4 BHK,4928000,2814,1751.243781,10469
3 BHK Apartment in Aundh,Pune,Aundh,3 BHK,4928000,1180,4176.271186,11219
4 BHK Apartment in Pimpri,Pune,Pimpri,4 BHK,4959000,2706,1832.594235,10925
3 BHK Apartment in Magarpatta,Pune,Magarpatta,3 BHK,4963000,1334,3720.389805,9925
3 BHK Apartment in Nigdi,Pune,Nigdi,3 BHK,4985000,1369,3641.344047,9656
3 BHK Apartment in Dhanori,Pune,Dhanori,3 BHK,4999000,1274,3923.861852,11535
3 BHK Apartment in Hadapsar,Pune,Hadapsar,3 BHK,5006000,1374,3643.377001,8742
2 BHK Apartment in Shivajinagar,Pune,Shivajinagar,2 BHK,5083000,841,6043.995244,10437
3 BHK Apartment in Pimpri,Pune,Pimpri,3 BHK,5141000,1219,4217.391304,11338
4 BHK Apartment in Shivajinagar,Pune,Shivajinagar,4 BHK,5202000,2739,1899.233297,11035
4 BHK Apartment in Nigdi,Pune,Nigdi,4 BHK,5288000,2770,1909.025271,10699
4 BHK Apartment in Pimple Saudagar,Pune,Pimple Saudagar,4 BHK,5290000,2626,2014.470678,11454
4 BHK Apartment in Hadapsar,Pune,Hadapsar,4 BHK,5296000,2634,2010.63022,10857
2 BHK Apartment in Magarpatta,Pune,Magarpatta,2 BHK,5307000,863,6149.478563,11145
2 BHK Apartment in Dhanori,Pune,Dhanori,2 BHK,5341000,826,6466.101695,10782
3 BHK Apartment in Dhanori,Pune,Dhanori,3 BHK,5376000,621,8657.004831,11867
2 BHK Apartment in Hadapsar,Pune,Hadapsar,2 BHK,5417000,836,6479.665072,11968
3 BHK Apartment in Koregaon Park,Pune,Koregaon Park,3 BHK,5423000,1159,4679.03365,11827
2 BHK Apartment in Aundh,Pune,Aundh,2 BHK,5431000,1411,3849.043232,12295
2 BHK Apartment in Aundh,Pune,Aundh,2 BHK,5445000,875,6222.857143,10987
3 BHK Apartment in Magarpatta,Pune,Magarpatta,3 BHK,5447000,637,8551.020408,13258
2 BHK Apartment in Pashan,Pune,Pashan,2 BHK,5463000,852,6411.971831,10306
2 BHK Apartment in Sus,Pune,Sus,2 BHK,5530000,880,6284.090909,10536
3 BHK Apartment in Aundh,Pune,Aundh,3 BHK,5550000,670,8283.58209,12044
3 BHK Apartment in Pimple Saudagar,Pune,Pimple Saudagar,3 BHK,5638000,1163,4847.807395,11300
3 BHK Apartment in Pashan,Pune,Pashan,3 BHK,5640000,1218,4630.541872,10724
3 BHK Apartment in Shivajinagar,Pune,Shivajinagar,3 BHK,5648000,1195,4726.359833,12150
2 BHK Apartment in Dhanori,Pune,Dhanori,2 BHK,5688000,1370,4151.824818,11311
3 BHK Apartment in Magarpatta,Pune,Magarpatta,3 BHK,5689000,1236,4602.750809,10241
3 BHK Apartment in Shivajinagar,Pune,Shivajinagar,3 BHK,5702000,657,8678.843227,13470
2 BHK Apartment in Pimple Saudagar,Pune,Pimple Saudagar,2 BHK,5732000,1308,4382.262997,13584
2 BHK Apartment in Nigdi,Pune,Nigdi,2 BHK,5748000,814,7061.425061,10652
2 BHK Apartment in Warje,Pune,Warje,2 BHK,5753000,1402,4103.42368,12296
3 BHK Apartment in Pashan,Pune,Pashan,3 BHK,5796000,626,9258.785942,12874
3 BHK Apartment in Sus,Pune,Sus,3 BHK,5800000,681,8516.886931,11156
2 BHK Apartment in Koregaon Park,Pune,Koregaon Park,2 BHK,5903000,875,6746.285714,11837
2 BHK Apartment in Shivajinagar,Pune,Shivajinagar,2 BHK,5967000,1392,4286.637931,13558
2 BHK Apartment in Magarpatta,Pune,Magarpatta,2 BHK,6000000,1420,4225.352113,13353
3 BHK Apartment in Pimple Saudagar,Pune,Pimple Saudagar,3 BHK,6065000,667,9092.953523,13233
3 BHK Apartment in Hadapsar,Pune,Hadapsar,3 BHK,6112000,671,9108.792846,12387
3 BHK Apartment in Nigdi,Pune,Nigdi,3 BHK,6165000,645,9558.139535,11963
2 BHK Apartment in Nigdi,Pune,Nigdi,2 BHK,6165000,1412,4366.147309,11890
2 BHK Apartment in Pashan,Pune,Pashan,2 BHK,6278000,1386,4529.58153,12878
3 BHK Apartment in Bavdhan,Pune,Bavdhan,3 BHK,6298000,650,9689.230769,11132
2 BHK Apartment in Bavdhan,Pune,Bavdhan,2 BHK,6302000,1394,4520.803443,11404
2 BHK Apartment in Sus,Pune,Sus,2 BHK,6418000,1299,4940.723634,11472
3 BHK Apartment in Viman Nagar,Pune,Viman Nagar,3 BHK,6449000,1997,3229.344016,13222
3 BHK Apartment in Dhanori,Pune,Dhanori,3 BHK,6557000,2054,3192.307692,15926
4 BHK Apartment in Baner,Pune,Baner,4 BHK,6560000,1742,3765.786452,15155
3 BHK Apartment in Kothrud,Pune,Kothrud,3 BHK,6655000,2043,3257.464513,13986
4 BHK Apartment in Warje,Pune,Warje,4 BHK,6813000,1669,4082.085081,15201
3 BHK Apartment in Hinjewadi,Pune,Hinjewadi,3 BHK,6833000,1931,3538.581046,13670
3 BHK Apartment in Warje,Pune,Warje,3 BHK,6887000,2018,3412.784936,14431
3 BHK Apartment in Wagholi,Pune,Wagholi,3 BHK,6999000,1938,3611.455108,14947
4 BHK Apartment in Dhanori,Pune,Dhanori,4 BHK,7069000,1697,4165.586329,13634
1 BHK Apartment in Wakad,Pune,Wakad,1 BHK,7214000,1071,6735.760971,17686
3 BHK Apartment in Bavdhan,Pune,Bavdhan,3 BHK,7243000,1961,3693.523712,13869
4 BHK Apartment in Bavdhan,Pune,Bavdhan,4 BHK,7260000,1610,4509.31677,15312
3 BHK Apartment in Pashan,Pune,Pashan,3 BHK,7289000,1978,3685.035389,13883
4 BHK Apartment in Wakad,Pune,Wakad,4 BHK,7376000,1645,4483.890578,14187
3 BHK Apartment in Pimple Saudagar,Pune,Pimple Saudagar,3 BHK,7447000,1954,3811.156602,13198
4 BHK Apartment in Hinjewadi,Pune,Hinjewadi,4 BHK,7464000,1690,4416.568047,14835
4 BHK Apartment in Hadapsar,Pune,Hadapsar,4 BHK,7484000,817,9160.342717,16667
4 BHK Apartment in Kothrud,Pune,Kothrud,4 BHK,7531000,1665,4523.123123,15202
